SEQ_VALUE,MSG_TIME_STAMP,HEAT_NUMBER,AGGREGATE,AL_KGS,AL_MTS,MSG_FLAG,UPDATE_DATE
10231,2022-05-31 12:38:55.487,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:16.927
10230,2022-05-31 12:38:55.430,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:16.920
10229,2022-05-31 12:38:55.067,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:16.840
10228,2022-05-31 12:27:40.130,22302623,LF3,90.8255818,272.4767454,C,2022-05-31 12:27:46.780
10227,2022-05-31 12:27:25.400,22202641,LF2,298.053275136842,894.159825410526,C,2022-05-31 12:27:46.710
10226,2022-05-31 11:33:40.137,22102611,LF1,193.583195136842,580.749585410526,C,2022-05-31 11:33:46.580
10225,2022-05-31 11:28:26.250,22402691,LF4,192.684597105263,578.05379131579,C,2022-05-31 11:28:46.640
10224,2022-05-31 10:49:25.310,22402690,LF4,227.244736536842,681.734209610526,C,2022-05-31 10:49:46.657
10223,2022-05-31 10:31:24.453,22202640,LF2,236.457902,709.373706,C,2022-05-31 10:31:46.880
10222,2022-05-31 09:41:39.983,22302621,LF3,282.465760336842,847.397281010526,C,2022-05-31 09:41:46.607
10221,2022-05-31 09:23:41.027,22202639,LF2,256.842002936842,770.526008810526,C,2022-05-31 09:23:46.490
10220,2022-05-31 08:48:26.263,22302620,LF3,276.445140336842,829.335421010526,C,2022-05-31 08:48:46.477
10219,2022-05-31 08:32:26.010,22102609,LF1,172.507790105263,517.523370315789,C,2022-05-31 08:32:46.563
10218,2022-05-31 08:10:15.473,22402688,LF4,153.624267178947,460.872801536842,C,2022-05-31 08:10:16.400
10217,2022-05-31 08:05:46.047,22302619,LF3,213.682150547368,641.046451642105,C,2022-05-31 08:05:46.990
10216,2022-05-31 07:07:39.980,22402687,LF3,235.022991936842,705.068975810526,C,2022-05-31 07:07:46.473
10215,2022-05-31 06:12:46.200,22102607,LF1,314.153013210526,942.459039631579,C,2022-05-31 06:12:46.780
10214,2022-05-31 03:31:47.660,22102605,LF1,133.068494905263,399.205484715789,C,2022-05-31 03:32:16.737
10213,2022-05-31 03:31:45.843,22102605,LF1,133.068494905263,399.205484715789,C,2022-05-31 03:31:46.543
10211,2022-05-31 03:16:39.980,22302617,LF3,182.786538710526,548.359616131579,C,2022-05-31 03:16:46.300
10212,2022-05-31 03:16:39.980,22302617,LF3,182.786538710526,548.359616131579,C,2022-05-31 03:16:46.370
10210,2022-05-31 02:31:40.640,22202634,LF2,176.608340978947,529.825022936842,C,2022-05-31 02:31:46.190
10208,2022-05-31 02:24:16.970,22302616,LF3,186.013641810526,558.040925431579,C,2022-05-31 02:24:46.233
10209,2022-05-31 02:24:16.970,22302616,LF3,186.013641810526,558.040925431579,C,2022-05-31 02:24:46.373
10207,2022-05-31 01:59:00.193,22102604,LF1,217.237625405263,651.712876215789,C,2022-05-31 01:59:16.150
10206,2022-05-31 01:47:45.610,22302615,LF1,63.8525142999998,191.557542899999,C,2022-05-31 01:47:46.153
10205,2022-05-31 01:30:21.963,22402684,LF4,257.050336936842,771.151010810526,C,2022-05-31 01:30:47.270
10204,2022-05-31 01:30:21.930,22402684,LF4,257.050336936842,771.151010810526,C,2022-05-31 01:30:46.770
10203,2022-05-31 00:46:19.287,22402683,LF4,248.551905736842,745.655717210526,C,2022-05-31 00:46:46.087
10201,2022-05-30 23:41:36.080,22202632,LF2,277.085255536842,831.255766610526,C,2022-05-30 23:41:46.200
10202,2022-05-30 23:41:36.080,22202632,LF2,277.085255536842,831.255766610526,C,2022-05-30 23:41:46.257
10200,2022-05-30 23:32:16.477,22102602,LF1,58.7375021,176.2125063,C,2022-05-30 23:32:46.110
10198,2022-05-30 22:43:01.123,22202631,LF2,237.375645536842,712.126936610526,C,2022-05-30 22:43:15.967
10199,2022-05-30 22:43:01.123,22202631,LF2,237.375645536842,712.126936610526,C,2022-05-30 22:43:15.977
10197,2022-05-30 22:11:40.063,22402681,LF1,81.8344962894737,245.503488868421,C,2022-05-30 22:11:45.887
10196,2022-05-30 22:08:25.710,22302613,LF3,271.405230226316,814.215690678947,C,2022-05-30 22:08:45.940
10195,2022-05-30 21:21:25.307,22302612,LF3,76.6319164789474,229.895749436842,C,2022-05-30 21:21:45.917
10194,2022-05-30 20:58:17.177,22202630,LF2,103.6899802,311.0699406,C,2022-05-30 20:58:45.920
10193,2022-05-30 20:46:16.260,22402680,LF4,359.9889393,1079.9668179,C,2022-05-30 20:46:46.027
10192,2022-05-30 19:58:16.097,22302611,LF3,210.8453386,632.5360158,C,2022-05-30 19:58:45.863
10191,2022-05-30 19:36:58.460,22402679,LF4,246.856199526316,740.568598578947,C,2022-05-30 19:37:15.730
10190,2022-05-30 19:32:16.030,22202629,LF2,58.6082768,175.8248304,C,2022-05-30 19:32:45.893
10189,2022-05-30 18:52:58.420,22302610,LF3,195.787907789474,587.363723368421,C,2022-05-30 18:53:15.823
10188,2022-05-30 18:26:58.453,22202628,LF2,90.1255363105263,270.376608931579,C,2022-05-30 18:27:15.750
10187,2022-05-30 18:12:16.777,22402678,LF4,191.0478448,573.1435344,C,2022-05-30 18:12:45.780
10186,2022-05-30 17:36:58.867,22302609,LF3,140.2846154,420.8538462,C,2022-05-30 17:37:15.843
10185,2022-05-30 16:59:25.387,22402677,LF4,132.222578,396.667734,C,2022-05-30 16:59:45.697
10184,2022-05-30 16:39:39.973,22102601,LF1,224.7398376,674.2195128,C,2022-05-30 16:39:45.780
10183,2022-05-30 16:24:25.463,22302608,LF3,121.2858946,363.8576838,C,2022-05-30 16:24:45.693
10181,2022-05-30 15:50:45.057,22402676,LF4,129.724000105263,389.17200031579,C,2022-05-30 15:50:45.613
10182,2022-05-30 15:50:45.057,22402676,LF4,129.724000105263,389.17200031579,C,2022-05-30 15:50:45.637
10180,2022-05-30 15:34:58.260,22102600,LF1,157.5034416,472.5103248,C,2022-05-30 15:35:15.647
10179,2022-05-30 15:00:22.713,22202625,LF2,213.8349978,641.5049934,C,2022-05-30 15:00:47.210
10178,2022-05-30 15:00:20.483,22202625,LF2,213.8349978,641.5049934,C,2022-05-30 15:00:46.150
10176,2022-05-30 14:24:58.447,22302606,LF3,254.748652610526,764.245957831579,C,2022-05-30 14:25:15.733
10177,2022-05-30 14:24:58.447,22302606,LF3,254.748652610526,764.245957831579,C,2022-05-30 14:25:15.797
10175,2022-05-30 14:16:18.107,22102599,LF1,131.9749354,395.9248062,C,2022-05-30 14:16:45.617
10173,2022-05-30 13:40:25.397,22402674,LF4,90.9786135789474,272.935840736842,C,2022-05-30 13:40:45.647
10174,2022-05-30 13:40:25.397,22402674,LF4,90.9786135789474,272.935840736842,C,2022-05-30 13:40:45.730
10172,2022-05-30 13:29:14.460,22102598,LF1,214.322752594737,642.968257784211,C,2022-05-30 13:29:15.587
10171,2022-05-30 12:28:58.990,22202623,LF2,214.0347946,642.1043838,C,2022-05-30 12:29:15.557
10170,2022-05-30 12:09:40.940,22102597,LF1,176.241708694737,528.72512608421,C,2022-05-30 12:09:45.410
