SEQ_VALUE,MSG_FLAG,WRK_DT,INSERT_DATE,C_PER,S_PER,TFE_PER,MFE_PER,SIO2_PER,LOI_PER,MGO_PER,CAO_PER,P_PER,KLN_NO,MAT_TYPE,AL2O3_PER
3212,N,2021-10-15 00:00:00.000,2021-10-15 22:02:19.057,1.3,0.0064,83.37,76.82,0,0,0,0,0,0,DRI,0
3205,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.100,0,0,0,0,0,5,0,0,0,1,LIME,0
3206,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.087,0,0,0,0,0,5.2,0,0,0,2,DOLO,0
3207,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.063,0,0,0,0,0,11.85,0,0,0,3,LIME,0
3208,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.043,0,0,0,0,0,5.1,0,0,0,4,LIME,0
3204,N,2021-10-15 00:00:00.000,2021-10-15 13:59:18.563,1.27,0.0073,83.65,76.62,0,0,0,0,0,0,DRI,0
3202,N,2021-10-15 00:00:00.000,2021-10-15 13:57:18.590,1.26,0.0078,83.76,76.89,0,0,0,0,0,0,DRI,0
3203,N,2021-10-15 00:00:00.000,2021-10-15 13:57:18.570,1.26,0.0078,83.76,76.89,0,0,0,0,0,0,DRI,0
3201,N,2021-10-15 00:00:00.000,2021-10-15 13:55:48.567,1.24,0.0078,83.7,76.69,0,0,0,0,0,0,DRI,0
3198,N,2021-10-15 00:00:00.000,2021-10-15 13:43:18.610,1.35,0.0072,83.76,76.88,0,0,0,0,0,0,DRI,0
3199,N,2021-10-15 00:00:00.000,2021-10-15 13:43:18.603,1.24,0.0078,83.7,76.69,0,0,0,0,0,0,DRI,0
3200,N,2021-10-15 00:00:00.000,2021-10-15 13:43:18.540,1.21,0.0067,83.75,76.89,0,0,0,0,0,0,DRI,0
3194,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.177,1.26,0.0078,83.76,76.89,0,0,0,0,0,0,DRI,0
3195,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.160,1.34,0.0073,83.84,77.15,0,0,0,0,0,0,DRI,0
3196,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.137,1.23,0.0068,83.73,76.9,0,0,0,0,0,0,DRI,0
3197,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.113,1.38,0.0079,83.83,77.12,0,0,0,0,0,0,DRI,0
3190,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.160,0,0,0,0,0,5.73,0,0,0,1,LIME,0
3191,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.143,0,0,0,0,0,5.26,0,0,0,2,DOLO,0
3192,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.127,0,0,0,0,0,13.92,0,0,0,3,LIME,0
3193,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.107,0,0,0,0,0,5.94,0,0,0,4,LIME,0
3178,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.757,1.2,0.0072,83.91,77,0,0,0,0,0,0,DRI,0
3179,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.750,1.16,0.0077,83.8,76.79,0,0,0,0,0,0,DRI,0
3180,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.740,1.25,0.007,83.72,77.05,0,0,0,0,0,0,DRI,0
3181,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.693,1.31,0.0075,83.65,77.1,0,0,0,0,0,0,DRI,0
3177,N,2021-10-14 00:00:00.000,2021-10-14 16:18:38.223,1.23,0.0079,84.15,77.32,0,0,0,0,0,0,DRI,0
3142,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.227,0,0,0,0,1.55,5.92,1.8,88.95,0,1,LIME,0
3143,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.157,0,0,0,0,1.47,5.2,30.09,61.67,0,2,DOLO,0
3144,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.117,0,0,0,0,1.61,14.9,1.7,80.05,0,3,LIME,0
3145,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.087,0,0,0,0,1.64,6.1,1.65,88.87,0,4,LIME,0
3146,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.047,1.23,0.0072,84.06,77.41,0,0,0,0,0,0,DRI,0
3150,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.003,0,0,0,0,0,5.5,0,0,0,1,LIME,0
3151,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.967,0,0,0,0,0,15.4,0,0,0,3,LIME,0
3152,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.927,0,0,0,0,0,5.7,0,0,0,4,LIME,0
3153,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.900,1.33,0.006,84.01,77.17,0,0,0,0,0,0,DRI,0
3154,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.840,1.3,0.0073,84.08,77.36,0,0,0,0,0,0,DRI,0
3155,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.797,1.36,0.0069,84.16,77.55,0,0,0,0,0,0,DRI,0
3156,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.760,1.31,0.0063,84.23,77.69,0,0,0,0,0,0,DRI,0
3160,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.723,0,0,0,0,0,5.86,0,0,0,1,LIME,0
3161,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.690,0,0,0,0,0,5.96,0,0,0,2,DOLO,0
3162,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.653,0,0,0,0,0,14.73,0,0,0,3,LIME,0
3163,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.617,0,0,0,0,0,6.13,0,0,0,4,LIME,0
3164,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.580,1.26,0.0078,84.16,77.47,0,0,0,0,0,0,DRI,0
3165,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.540,1.29,0.0058,84.09,77.23,0,0,0,0,0,0,DRI,0
3166,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.503,1.23,0.0076,84.14,77.48,0,0,0,0,0,0,DRI,0
3167,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.473,1.18,0.0072,84.03,77.39,0,0,0,0,0,0,DRI,0
3170,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.417,0,0,0,0,1.59,5.68,1.78,89.17,0,1,LIME,0
3171,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.373,0,0,0,0,1.52,5.23,30.28,61.47,0,2,DOLO,0
3172,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.340,0,0,0,0,1.6,14.96,1.76,79.8,0,3,LIME,0
3173,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.307,0,0,0,0,1.58,6.8,1.72,88.05,0,4,LIME,0
3174,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.273,1.26,0.0067,84.02,77.21,0,0,0,0,0,0,DRI,0
3175,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.240,1.21,0.0081,83.88,76.82,0,0,0,0,0,0,DRI,0
3176,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.197,1.18,0.0076,84.12,77.17,0,0,0,0,0,0,DRI,0
